my_list,key.keys,key.rt,key_2.keys,key_2.rt,keyboard_input_2.keys,keyboard_input_2.rt,key_3.keys,key_3.rt,keyboard_input_3.keys,keyboard_input_3.rt,key_4.keys,key_4.rt,keyboard_input_4.keys,keyboard_input_4.rt,key_5.keys,key_5.rt,my_button1,my_button2,keyboard_input.keys,keyboard_input.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,rowname,word,prompt,suffix,vowel,carrier_sentence,target_sentence,target1,target2,category,derivational,nsyl,Azonosító,Melyik évben születtél?,Mi a nemed?,Tanultál nyelvészetet?,date,expName,psychopyVersion,OS,frameRate
list2.csv,space,38.865,space,11.643,right,10.15,space,15.066,left,5.801,space,11.972,left,8.377,space,17.361,nyametban,nyametben,right,8.396,0,0,0,17,1,72,nyamet,nyamet,ban,e,Ez itt egy nyamet.,Ott vagyunk a...,nyametben,nyametban,dzsungel,NA,NA,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,klajrénnek,klajrénnak,left,11.131,0,1,1,41,1,96,klajrén,klajrén,nak,é,Ez itt egy klajrén.,Elneveztem a kutyámat...,klajrénnek,klajrénnak,dzsungel,NA,NA,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,ikszertben,ikszertban,left,7.559,0,2,2,19,1,74,ikszert,ikszert,ban,e,Ez itt egy ikszert.,Ott vagyunk a...,ikszertben,ikszertban,dzsungel,NA,NA,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,vorszennél,vorszennál,left,6.526,0,3,3,30,1,85,vorszen,vorszen,nál,e,Ez itt egy vorszen.,Nincs is jobb egy jó...,vorszennél,vorszennál,dzsungel,NA,NA,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,flüröslöm,flüröslök,left,8.834,0,4,4,87,1,88,flüröslik,flüröslesz,NA,NA,Te bizony sokat flüröslesz.,Én is sokat...,flüröslök,flüröslöm,lakik,-lik,2,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,trigencnek,trigencnak,left,4.367,0,5,5,31,1,86,trigenc,trigenc,nak,e,Ez itt egy trigenc.,Elneveztem a kutyámat...,trigencnek,trigencnak,dzsungel,NA,NA,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,forzédnak,forzédnek,right,4.779,0,6,6,46,1,101,forzéd,forzéd,nak,é,Ez itt egy forzéd.,Elneveztem a kutyámat...,forzédnek,forzédnak,dzsungel,NA,NA,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,praslom,praslok,left,8.464,0,7,7,80,1,81,praslik,praslasz,NA,NA,Te bizony sokat praslasz.,Én is sokat...,praslok,praslom,lakik,-lik,1,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,prihekszek,prihekszem,right,6.138,0,8,8,100,1,101,prihekszik,prihekszel,NA,NA,Te bizony sokat prihekszel.,Én is sokat...,prihekszek,prihekszem,lakik,-szik,2,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,dineltben,dineltban,left,6.296,0,9,9,0,1,55,dinelt,dinelt,ban,e,Ez itt egy dinelt.,Ott vagyunk a...,dineltben,dineltban,dzsungel,NA,NA,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,júdernak,júdernek,right,4.401,0,10,10,53,1,108,júder,júder,nak,e,Ez itt egy júder.,Elneveztem a kutyámat...,júdernek,júdernak,dzsungel,NA,NA,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,szirlok,szirlom,left,10.672,0,11,11,62,1,63,szirlik,szirlasz,NA,NA,Te bizony sokat szirlasz.,Én is sokat...,szirlok,szirlom,lakik,-lik,1,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,csíszlok,csíszlom,left,5.734,0,12,12,84,1,85,csíszlik,csíszlasz,NA,NA,Te bizony sokat csíszlasz.,Én is sokat...,csíszlok,csíszlom,lakik,-lik,1,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,nyürzenek,nyüröznek,left,8.371,0,13,13,123,1,70,nyürzik / nyürözik,"nyürzik, nyürözni",nek,NA,"János imád nyürözni, ezért sokat nyürzik.",Ők ritkán...,nyürzenek,nyüröznek,cselekszik,-zik,1,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,navecben,navecban,left,4.619,0,14,14,8,1,63,navec,navec,ban,e,Ez itt egy navec.,Ott vagyunk a...,navecben,navecban,dzsungel,NA,NA,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,figlok,figlom,left,8.865,0,15,15,75,1,76,figlik,figlasz,NA,NA,Te bizony sokat figlasz.,Én is sokat...,figlok,figlom,lakik,-lik,1,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,flodlotok,flodoztok,right,10.498,0,16,16,144,1,91,flodlik / flodozik,"flodlik, flodozni",tek,NA,"János imád flodozni, ezért sokat flodlik.",Ti ritkán...,flodlotok,flodoztok,cselekszik,-lik,1,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,flemezünk,flemlünk,left,9.906,0,17,17,137,1,84,flemlik / flemezik,"flemlik, flemezni",ünk,NA,"János imád flemezni, ezért sokat flemlik.",Mi ritkán...,flemlünk,flemezünk,cselekszik,-lik,1,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,klingeszben,klingeszban,left,5.693,0,18,18,1,1,56,klingesz,klingesz,ban,e,Ez itt egy klingesz.,Ott vagyunk a...,klingeszben,klingeszban,dzsungel,NA,NA,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,kalrézban,kalrézben,right,4.907,0,19,19,16,1,71,kalréz,kalréz,ban,é,Ez itt egy kalréz.,Ott vagyunk a...,kalrézben,kalrézban,dzsungel,NA,NA,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,flűgzünk,flűgözünk,right,13.722,0,20,20,160,1,107,flűgzik / flűgözik,"flűgzik, flűgözni",ünk,NA,"János imád flűgözni, ezért sokat flűgzik.",Mi ritkán...,flűgzünk,flűgözünk,cselekszik,-zik,1,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,fröjzötök,fröjöztök,right,6.814,0,21,21,153,1,100,fröjzik / fröjözik,"fröjzik, fröjözni",tek,NA,"János imád fröjözni, ezért sokat fröjzik.",Ti ritkán...,fröjzötök,fröjöztök,cselekszik,-zik,1,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,daboztok,dabzotok,left,9.445,0,22,22,109,1,56,dabzik / dabozik,"dabzik, dabozni",tek,NA,"János imád dabozni, ezért sokat dabzik.",Ti ritkán...,dabzotok,daboztok,cselekszik,-zik,1,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,dingecnak,dingecnek,right,5.668,0,23,23,42,1,97,dingec,dingec,nak,e,Ez itt egy dingec.,Elneveztem a kutyámat...,dingecnek,dingecnak,dzsungel,NA,NA,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,nűröklök,nűröklöm,right,5.824,0,24,24,106,1,107,nűröklik,nűröklesz,NA,NA,Te bizony sokat nűröklesz.,Én is sokat...,nűröklök,nűröklöm,lakik,-lik,2,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,fupétnál,fupétnél,right,6.581,0,25,25,14,1,69,fupét,fupét,nál,é,Ez itt egy fupét.,Nincs is jobb egy jó...,fupétnél,fupétnál,dzsungel,NA,NA,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,sprízemnél,sprízemnál,left,7.083,0,26,26,22,1,77,sprízem,sprízem,nál,e,Ez itt egy sprízem.,Nincs is jobb egy jó...,sprízemnél,sprízemnál,dzsungel,NA,NA,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,nyádlanak,nyádoznak,left,10.574,0,27,27,120,1,67,nyádlik / nyádozik,"nyádlik, nyádozni",nek,NA,"János imád nyádozni, ezért sokat nyádlik.",Ők ritkán...,nyádlanak,nyádoznak,cselekszik,-lik,1,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,spibeglünk,spibegezünk,left,12.813,0,28,28,147,1,94,spibeglik / spibegezik,"spibeglik, spibegezni",ünk,NA,"János imád spibegezni, ezért sokat spibeglik.",Mi ritkán...,spibeglünk,spibegezünk,cselekszik,-lik,2,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,sporzemnek,sporzemnak,left,5.237,0,29,29,26,1,81,sporzem,sporzem,nak,e,Ez itt egy sporzem.,Elneveztem a kutyámat...,sporzemnek,sporzemnak,dzsungel,NA,NA,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,huroslom,huroslok,right,4.571,0,30,30,76,1,77,huroslik,huroslasz,NA,NA,Te bizony sokat huroslasz.,Én is sokat...,huroslok,huroslom,lakik,-lik,2,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,kátédnál,kátédnél,left,5.587,0,31,31,37,1,92,kátéd,kátéd,nál,é,Ez itt egy kátéd.,Nincs is jobb egy jó...,kátédnél,kátédnál,dzsungel,NA,NA,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,frodlom,frodlok,left,4.869,0,32,32,61,1,62,frodlik,frodlasz,NA,NA,Te bizony sokat frodlasz.,Én is sokat...,frodlok,frodlom,lakik,-lik,1,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,dóbemnek,dóbemnak,left,3.689,0,33,33,48,1,103,dóbem,dóbem,nak,e,Ez itt egy dóbem.,Elneveztem a kutyámat...,dóbemnek,dóbemnak,dzsungel,NA,NA,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,flibekszem,flibekszek,right,7.759,0,34,34,93,1,94,flibekszik,flibekszel,NA,NA,Te bizony sokat flibekszel.,Én is sokat...,flibekszek,flibekszem,lakik,-szik,2,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,fréslünk,frésezünk,left,6.663,0,35,35,138,1,85,fréslik / frésezik,"fréslik, frésezni",ünk,NA,"János imád frésezni, ezért sokat fréslik.",Mi ritkán...,fréslünk,frésezünk,cselekszik,-lik,1,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,klidlok,klidlom,left,6.446,0,36,36,72,1,73,klidlik,klidlasz,NA,NA,Te bizony sokat klidlasz.,Én is sokat...,klidlok,klidlom,lakik,-lik,1,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,fligzok,fligzom,left,4.348,0,37,37,103,1,104,fligzik,fligzol,NA,NA,Te bizony sokat fligzol.,Én is sokat...,fligzok,fligzom,lakik,-zik,1,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,lingéknél,lingéknál,right,3.955,0,38,38,32,1,87,lingék,lingék,nál,é,Ez itt egy lingék.,Nincs is jobb egy jó...,lingéknél,lingéknál,dzsungel,NA,NA,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,sojzok,sojzom,right,3.692,0,39,39,74,1,75,sojzik,sojzol,NA,NA,Te bizony sokat sojzol.,Én is sokat...,sojzok,sojzom,lakik,-zik,1,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,spöklünk,spöközünk,left,7.858,0,40,40,130,1,77,spöklik / spöközik,"spöklik, spöközni",ünk,NA,"János imád spöközni, ezért sokat spöklik.",Mi ritkán...,spöklünk,spöközünk,cselekszik,-lik,1,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,floglom,floglok,left,7.773,0,41,41,92,1,93,floglik,floglasz,NA,NA,Te bizony sokat floglasz.,Én is sokat...,floglok,floglom,lakik,-lik,1,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,brágaklok,brágaklom,left,4.539,0,42,42,71,1,72,brágaklik,brágaklasz,NA,NA,Te bizony sokat brágaklasz.,Én is sokat...,brágaklok,brágaklom,lakik,-lik,2,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,tiregzem,tiregzek,right,6.695,0,43,43,64,1,65,tiregzik,tiregzel,NA,NA,Te bizony sokat tiregzel.,Én is sokat...,tiregzek,tiregzem,lakik,-zik,2,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,ribzom,ribzok,right,4.765,0,44,44,58,1,59,ribzik,ribzol,NA,NA,Te bizony sokat ribzol.,Én is sokat...,ribzok,ribzom,lakik,-zik,1,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,frálaslanak,frálasoznak,right,14.791,0,45,45,110,1,57,frálaslik / frálasozik,"frálaslik, frálasozni",nek,NA,"János imád frálasozni, ezért sokat frálaslik.",Ők ritkán...,frálaslanak,frálasoznak,cselekszik,-lik,2,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,hákodnak,hákszanak,left,8.09,0,46,46,150,1,97,hákszik / hákodik,"hákszik, hákodni",nek,NA,"János imád hákodni, ezért sokat hákszik.",Ők ritkán...,hákszanak,hákodnak,cselekszik,-szik,1,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,pratánylok,pratánylom,left,7.783,0,47,47,95,1,96,pratánylik,pratánylasz,NA,NA,Te bizony sokat pratánylasz.,Én is sokat...,pratánylok,pratánylom,lakik,-lik,2,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,spülűdzök,spülűdzöm,left,5.394,0,48,48,56,1,57,spülűdzik,spülűdzöl,NA,NA,Te bizony sokat spülűdzöl.,Én is sokat...,spülűdzök,spülűdzöm,lakik,-zik,2,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,kluzlotok,kluzoztok,left,9.037,0,49,49,148,1,95,kluzlik / kluzozik,"kluzlik, kluzozni",tek,NA,"János imád kluzozni, ezért sokat kluzlik.",Ti ritkán...,kluzlotok,kluzoztok,cselekszik,-lik,1,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,driládzok,driládzom,right,7.75,0,50,50,67,1,68,driládzik,driládzol,NA,NA,Te bizony sokat driládzol.,Én is sokat...,driládzok,driládzom,lakik,-zik,2,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,fojlegynek,fojlegynak,left,8.423,0,51,51,3,1,58,fojlegy,fojlegy,nak,e,Ez itt egy fojlegy.,Elneveztem a kutyámat...,fojlegynek,fojlegynak,dzsungel,NA,NA,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,spátennek,spátennak,left,5.041,0,52,52,33,1,88,spáten,spáten,nak,e,Ez itt egy spáten.,Elneveztem a kutyámat...,spátennek,spátennak,dzsungel,NA,NA,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,juszlok,juszlom,right,5.237,0,53,53,79,1,80,juszlik,juszlasz,NA,NA,Te bizony sokat juszlasz.,Én is sokat...,juszlok,juszlom,lakik,-lik,1,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,csintékban,csintékben,right,4.941,0,54,54,23,1,78,csinték,csinték,ban,é,Ez itt egy csinték.,Ott vagyunk a...,csintékben,csintékban,dzsungel,NA,NA,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,lihadzok,lihadzom,left,5.397,0,55,55,101,1,102,lihadzik,lihadzol,NA,NA,Te bizony sokat lihadzol.,Én is sokat...,lihadzok,lihadzom,lakik,-zik,2,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,ruslom,ruslok,left,3.694,0,56,56,83,1,84,ruslik,ruslasz,NA,NA,Te bizony sokat ruslasz.,Én is sokat...,ruslok,ruslom,lakik,-lik,1,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,zutennél,zutennál,left,4.75,0,57,57,43,1,98,zuten,zuten,nál,e,Ez itt egy zuten.,Nincs is jobb egy jó...,zutennél,zutennál,dzsungel,NA,NA,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,livénylünk,livényezünk,left,6.025,0,58,58,128,1,75,livénylik / livényezik,"livénylik, livényezni",ünk,NA,"János imád livényezni, ezért sokat livénylik.",Mi ritkán...,livénylünk,livényezünk,cselekszik,-lik,2,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,sponylanak,sponyoznak,left,4.287,0,59,59,125,1,72,sponylik / sponyozik,"sponylik, sponyozni",nek,NA,"János imád sponyozni, ezért sokat sponylik.",Ők ritkán...,sponylanak,sponyoznak,cselekszik,-lik,1,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,pítendben,pítendban,right,3.854,0,60,60,18,1,73,pítend,pítend,ban,e,Ez itt egy pítend.,Ott vagyunk a...,pítendben,pítendban,dzsungel,NA,NA,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,sprigzotok,sprigoztok,right,8.784,0,61,61,129,1,76,sprigzik / sprigozik,"sprigzik, sprigozni",tek,NA,"János imád sprigozni, ezért sokat sprigzik.",Ti ritkán...,sprigzotok,sprigoztok,cselekszik,-zik,1,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,prohódzom,prohódzok,left,3.927,0,62,62,66,1,67,prohódzik,prohódzol,NA,NA,Te bizony sokat prohódzol.,Én is sokat...,prohódzok,prohódzom,lakik,-zik,2,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,nyábétban,nyábétben,right,3.134,0,63,63,21,1,76,nyábét,nyábét,ban,é,Ez itt egy nyábét.,Ott vagyunk a...,nyábétben,nyábétban,dzsungel,NA,NA,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,klehényletek,klehényeztek,left,6.547,0,64,64,113,1,60,klehénylik / klehényezik,"klehénylik, klehényezni",tek,NA,"János imád klehényezni, ezért sokat klehénylik.",Ti ritkán...,klehényletek,klehényeztek,cselekszik,-lik,2,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,prihegednek,prihegszenek,left,6.319,0,65,65,155,1,102,prihegszik / prihegedik,"prihegszik, prihegedni",nek,NA,"János imád prihegedni, ezért sokat prihegszik.",Ők ritkán...,prihegszenek,prihegednek,cselekszik,-szik,2,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,spubonylom,spubonylok,right,9.316,0,66,66,104,1,105,spubonylik,spubonylasz,NA,NA,Te bizony sokat spubonylasz.,Én is sokat...,spubonylok,spubonylom,lakik,-lik,2,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,tomlom,tomlok,right,4.093,0,67,67,86,1,87,tomlik,tomlasz,NA,NA,Te bizony sokat tomlasz.,Én is sokat...,tomlok,tomlom,lakik,-lik,1,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,flitlom,flitlok,left,4.609,0,68,68,90,1,91,flitlik,flitlasz,NA,NA,Te bizony sokat flitlasz.,Én is sokat...,flitlok,flitlom,lakik,-lik,1,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,drojozunk,drojzunk,left,7.441,0,69,69,140,1,87,drojzik / drojozik,"drojzik, drojozni",ünk,NA,"János imád drojozni, ezért sokat drojzik.",Mi ritkán...,drojzunk,drojozunk,cselekszik,-zik,1,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,flűmlök,flűmlöm,left,4.308,0,70,70,54,1,55,flűmlik,flűmlesz,NA,NA,Te bizony sokat flűmlesz.,Én is sokat...,flűmlök,flűmlöm,lakik,-lik,1,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,jonylok,jonylom,left,6.339,0,71,71,55,1,56,jonylik,jonylasz,NA,NA,Te bizony sokat jonylasz.,Én is sokat...,jonylok,jonylom,lakik,-lik,1,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,tribejletek,tribejeztek,right,8.851,0,72,72,132,1,79,tribejlik / tribejezik,"tribejlik, tribejezni",tek,NA,"János imád tribejezni, ezért sokat tribejlik.",Ti ritkán...,tribejletek,tribejeztek,cselekszik,-lik,2,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,sortemnál,sortemnél,right,4.667,0,73,73,15,1,70,sortem,sortem,nál,e,Ez itt egy sortem.,Nincs is jobb egy jó...,sortemnél,sortemnál,dzsungel,NA,NA,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
