my_list,key.keys,key.rt,key_2.keys,key_2.rt,keyboard_input_2.keys,keyboard_input_2.rt,key_3.keys,key_3.rt,keyboard_input_3.keys,keyboard_input_3.rt,key_4.keys,key_4.rt,keyboard_input_4.keys,keyboard_input_4.rt,key_5.keys,key_5.rt,my_button1,my_button2,keyboard_input.keys,keyboard_input.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,rowname,word,prompt,suffix,vowel,carrier_sentence,target_sentence,target1,target2,category,derivational,nsyl,Azonosító,Melyik évben születtél?,Mi a nemed?,Tanultál nyelvészetet?,date,expName,psychopyVersion,OS,frameRate
,,,,,,,,,,,,,,,,,flagánylom,flagánylok,right,3.438,0,149,149,82,1,83,flagánylik,flagánylasz,NA,NA,Te bizony sokat flagánylasz.,Én is sokat...,flagánylok,flagánylom,lakik,-lik,2,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,brivegzem,brivegzek,left,2.677,0,150,150,70,1,71,brivegzik,brivegzel,NA,NA,Te bizony sokat brivegzel.,Én is sokat...,brivegzek,brivegzem,lakik,-zik,2,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,molszotok,molodtok,right,6.242,0,151,151,142,1,89,molszik / molodik,"molszik, molodni",tek,NA,"János imád molodni, ezért sokat molszik.",Ti ritkán...,molszotok,molodtok,cselekszik,-szik,1,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,ronvetnak,ronvetnek,right,7.774,0,152,152,9,1,64,ronvet,ronvet,nak,e,Ez itt egy ronvet.,Elneveztem a kutyámat...,ronvetnek,ronvetnak,dzsungel,NA,NA,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,brágaklok,brágaklom,left,7.511,0,153,153,71,1,72,brágaklik,brágaklasz,NA,NA,Te bizony sokat brágaklasz.,Én is sokat...,brágaklok,brágaklom,lakik,-lik,2,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,tiregzek,tiregzem,left,19.914,0,154,154,64,1,65,tiregzik,tiregzel,NA,NA,Te bizony sokat tiregzel.,Én is sokat...,tiregzek,tiregzem,lakik,-zik,2,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,gihesztnak,gihesztnek,right,2.183,0,155,155,36,1,91,giheszt,giheszt,nak,e,Ez itt egy giheszt.,Elneveztem a kutyámat...,gihesztnek,gihesztnak,dzsungel,NA,NA,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,frodlom,frodlok,left,2.954,0,156,156,61,1,62,frodlik,frodlasz,NA,NA,Te bizony sokat frodlasz.,Én is sokat...,frodlok,frodlom,lakik,-lik,1,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,nyametben,nyametban,left,3.741,0,157,157,17,1,72,nyamet,nyamet,ban,e,Ez itt egy nyamet.,Ott vagyunk a...,nyametben,nyametban,dzsungel,NA,NA,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,bribékedtek,bribékszetek,left,3.785,0,158,158,141,1,88,bribékszik / bribékedik,"bribékszik, bribékedni",tek,NA,"János imád bribékedni, ezért sokat bribékszik.",Ti ritkán...,bribékszetek,bribékedtek,cselekszik,-szik,2,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,fupétnél,fupétnál,left,2.53,0,159,159,14,1,69,fupét,fupét,nál,é,Ez itt egy fupét.,Nincs is jobb egy jó...,fupétnél,fupétnál,dzsungel,NA,NA,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,fájézben,fájézban,right,2.608,0,160,160,7,1,62,fájéz,fájéz,ban,é,Ez itt egy fájéz.,Ott vagyunk a...,fájézben,fájézban,dzsungel,NA,NA,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,dineltban,dineltben,right,2.296,0,161,161,0,1,55,dinelt,dinelt,ban,e,Ez itt egy dinelt.,Ott vagyunk a...,dineltben,dineltban,dzsungel,NA,NA,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
